Condo Name (ID),Address,Status,Last Update,Request Received Date,Review Completion Date,id
RIVERS EDGE (000634),2619 W AGATITECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288674
RIVERS ON MICHIGAN (000914),CHICAGO IL 60637 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288946
RIVERWALK LOFT (002136),CHICAGO IL 60618 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290087
RIVERWALK TOWNHOME (002135),CHICAGO IL 60618 -  0000 COOK ,HUD Accepted,Unavailable,09/15/2010,Unavailable,290086
ROSCOE VILLAGE LOFTS (000753),1800 ROSCOECHICAGO IL 60607 -  0000 COOK ,Accepted Without Conditions,Unavailable,05/20/2016,05/25/2016,288787
ROSCOEVIEW EAST (IL0757),CONDOMINIUMCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,01/21/2009,01/26/2009,414223
ROSEMONT PLACE (IL0957),CONDOMINIUMCHICAGO IL 60660 COOK ,Accepted Without Conditions,Unavailable,09/14/2009,09/15/2009,436463
ROSEMONT-GREENVIEW (000833),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288865
ROSEWELL CONDOMINIUM (IL0987),CHICAGO IL 60659 COOK ,HUD Accepted,Unavailable,10/09/2009,10/13/2009,439183
ROYALTON (001786),6899 N CALIFORNIACHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289762
SAINT GEORGE LOFTS (000961),CHICAGO IL 60612 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288987
SANDBURG VILLAGE 1 (000141),CUMMINS-DICKENSONCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288201
SANDBURG VILLAGE 2 (000142),ALCOTT-BRYANTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288202
SANDBURG VILLAGE 3 (000661),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288697
SANDBURG VILLAGE 4 (000143),ELLIOTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288203
SANDBURG VILLAGE 5 (000144),LOWELLCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288204
SANDBURG VILLAGE 6 (000145),FAULKNER HOUSECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288205
SANDBURG VILLAGE 7 (000530),KILMER HOUSECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288573
SANGAMON LOFT (000499),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288543
SAVANNAH CONDOMINIUM (000085),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,12/13/2011,12/20/2011,475843
SCHUBERT CORNERS (000308),1334-40 W SCHUBERTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288359
SEWING EXCHANGE LOFTS (002531),MICHIGAN AVECHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,08/12/2016,08/22/2016,566474
SEXTON (000959),CHICAGO IL 60610 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288985
SHAKESPEARE (002120),CHICAGO IL 60615 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290076
SHAKESPEARE COURT (010007),CHICAGO IL 60647 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290140
SHERIDAN BUENA (000688),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288724
SHERIDAN PLACE IN UPTOWN CONDO (001345),CHICAGO IL 60603 COOK ,Accepted Without Conditions,Unavailable,09/18/2012,Unavailable,488024
SHERIDAN POINT (000628),6325 N SHERIDANCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288668
SHERIDAN SHORE COURTS CON (010042),7021-35 SHERIDAN ROADCHICAGO IL 60626 -  COOK COOK ,Accepted With Conditions,Unavailable,01/14/2002,01/15/2002,336267
SHERIDAN SQUARE CONDOMINIUM (000137),N SHERIDANCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,10/07/2015,10/07/2015,546711
SHERWIN ON THE LAKE (000343),1205-15 W SHERWINCHICAGO IL 60607 -  0000 COOK ,Accepted With Conditions,Unavailable,03/20/2007,03/21/2007,288392
SHORE CLUB (000415),7109-11 SOUTH SHORE DRCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288460
SHORELINE PARK CONDO (FHC027),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,08/02/2002,09/02/2002,336713
SIGNATURE RESIDENCES (IL0989),CONDOMINIUMCHICAGO IL 60616 COOK ,HUD Accepted,Unavailable,10/03/2009,10/13/2009,439203
SILVER CLOUD (IL0717),CONDOMINIUMSCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,11/19/2008,11/19/2008,409664
SILVER COAST CITADEL (FH1137),CHICAGO IL 60649 COOK ,Accepted Without Conditions,Unavailable,08/27/2002,Unavailable,336780
SILVER TOWER CHICAGO (000037),CONDOMINIUMCHICAGO IL 60654 COOK ,Accepted Without Conditions,Unavailable,05/25/2011,05/25/2011,467423
SONOMA ON ADDISON I (IL1221),CONDOMINIUMCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,11/10/2010,11/29/2010,458987
SOUTH COMMONS (000945),CHICAGO IL 60616 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288975
SOUTH SHORE CLUB (000593),7138 S COLESCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288636
SOUTH SHORE VILLA (000213),6830-58 SOUTH SHORE DRCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288267
SPAULDING MANOR CONDOMINIUM (002241),ASSOCIATIONCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,06/07/2013,07/22/2013,501404
ST PAUL LOFTS (000888),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288920
STATE PARKWAY (000703),1445 N STATE PARKWAYCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288739
STATE PLACE CENTRE (IL1184),CONDOMINIUMCHICAGO IL 60603 COOK ,Accepted Without Conditions,Unavailable,08/18/2010,08/30/2010,455143
STATESMAN (000348),5601 N SHERIDAN RDCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288396
STAVE STREET CONDOMINIUM (IL0356),CHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,11/22/2006,11/29/2006,369923
STRATFORD AT SOUTH COMMON (010031),CONDOMINIUMCHICAGO IL 60616 COOK ,Accepted With Conditions,Unavailable,02/05/2002,02/05/2002,336199
STRATFORD COURT CONDO (IL1118),CHICAGO IL 60044 LAKE ,HUD Accepted,Unavailable,04/26/2010,Unavailable,449705
STREETERVILLE CENTER (000249),233 E ERIECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288302
SUMMERDALE (000696),1425-33 W SUMMERDALECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288732
SUMMERDALE CONDOMINIUMS (IL0914),CHICAGO IL 60625 COOK ,HUD Accepted,Unavailable,07/27/2009,07/29/2009,431444
SURFSIDE (000366),5815 N SHERIDANCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,225382
TANDEM LOFTS (000967),CHICAGO IL 60616 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,188073
TARA GROVE (000256),9215-21 S COTTAGE GROVECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288309
TAYLOR VIEW CONDOMINIUM (IL0649),CHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,09/09/2008,Unavailable,405004
TERRACE PLACE EAST (000877),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288909
TERRACE PLACE WEST (000878),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288910
THE 1514 WEST NORTH SHORE COND (002519),1514 W. NORTH SHORECHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,07/08/2016,07/11/2016,563953
THE 1538-1544 E. 65TH PLACE (002211),LOTS 5&6  IN WOODLAWN TERRACECHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,03/22/2013,03/22/2013,497405
THE 1711 S. RACINE CONDOMINIUM (001281),CHICAGO IL 60604 COOK ,Accepted Without Conditions,Unavailable,09/12/2012,09/26/2012,487504
THE 1714 NORTH HUDSON CONDOMIN (000932),CHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,05/31/2012,06/04/2012,482424
THE 1947-49 W LELAND CONDOMINI (000076),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,11/04/2011,11/04/2011,474304
THE 2031 WEST BALMORAL CONDO (002504),2031 W BALMORALCHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,05/06/2016,05/20/2016,560791
THE 2043 N. BISSELL (002365),CONDOMINIUMCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,01/28/2015,02/05/2015,530391
THE 2320 NORTH HAMILTON CONDO (002480),2320 NORTH HAMILTONCHICAGO IL 60602 COOK ,Accepted Without Conditions,Unavailable,03/25/2016,04/07/2016,556992
THE 2627 WEST BELMONT (000014),AVENUE CONDO ASSNCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,03/02/2011,03/02/2011,463463
THE 2733 NORTH HAMPDEN (IL1091),COURT CONDOMINIUMCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,03/05/2010,03/09/2010,447805
THE 3001 N DAMEN CONDO (002517),3001 N DAMEN AVECHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,07/06/2016,07/07/2016,563812
THE 3032 N SEMINARY CONDO (000642),3032 N SEMINARYCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,08/05/2013,08/15/2013,504364
THE 3049-53 W. EASTWOOD (000035),CONDOMINIUMCHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,05/12/2011,05/17/2011,467085
THE 3315 N SEMINARY (002551),CONDOCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,09/15/2016,09/20/2016,568674
THE 3510 N RETA CONDOMINIUMS (002399),3510 N RETACHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,06/01/2015,06/17/2015,538731
THE 3822 N. CLARK CONDOMINIUM (000087),CHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,12/29/2011,Unavailable,476023
THE 4735 N. TALMAN AVENUE (000018),CONDOMINIUMSCHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,03/16/2011,03/22/2011,464323
THE 4806 S. ST. LAWRENCE CONDO (002229),LOT2 B1 SNOW & DICKINSONS SUBDCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,05/08/2013,05/08/2013,499465
THE 4806 S. ST. LAWRENCE CONDO (002228),LOT2 B1 SNOW & DICKINSONS SUBDCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,05/08/2013,05/08/2013,499464
THE 4806 S. ST. LAWRENCE CONDO (002230),LOT2 B1 SNOW & DICKINSONS SUBDCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,05/08/2013,05/08/2013,499466
THE 5014 NORTH KENMORE (IL1120),CONDOMINIUMCHICAGO IL 60640 COOK ,Accepted With Conditions,Unavailable,04/22/2010,04/27/2010,449743
THE 718 NORTH WILLARD CT CONDO (002268),718 N WILLARD CTCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,12/13/2013,01/06/2013,510105
THE 837 W AINSLIE CONDOMINIUM (002542),837 W AINSLIECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,08/30/2016,09/07/2016,567776
THE 857 WEST ARMITAGE (001201),CONDOMINIUMCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,08/14/2012,Unavailable,485705
THE 904 WEST FLETCHER (002278),CONDOMINIUMS W FLETCHER STREETCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,01/28/2014,02/05/2014,511726
THE 920 WEST BARRY CONDOMINIUM (000048),CHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,07/01/2011,07/01/2011,469106
THE 922-930 WEST DAKIN (002236),CONDOMINIUMCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,05/22/2013,06/14/2013,500364
THE 952 W BARRY CONDOMINIUM (000952),CHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,06/12/2012,06/29/2012,482787
THE ATRIUM ON ST. PAUL (IL0948),CONDOMINIUMCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,09/01/2009,09/14/2009,436143
THE BELMONT RIVER CLUB (IL0770),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,02/12/2009,02/12/2009,415803
THE BERKSHIRE WEST (IL0906),CONDOMINIUMCHICAGO IL 60645 COOK ,HUD Accepted,Unavailable,07/16/2009,07/17/2009,430203
THE BLOND CONDOMINIUM (IL0977),CHICAGO IL 60645 COOK ,HUD Accepted,Unavailable,09/28/2009,09/30/2009,437923
THE COLUMBIAN CONDOMINIUM (000640),1160 SOUTH MICHIGAN AVENUECHICAGO IL 60605 COOK ,Accepted Without Conditions,Unavailable,05/25/2012,06/18/2012,482010
THE COURTS AT LINCOLN (IL0994),SQUARECHICAGO IL 60625 COOK ,HUD Accepted,Unavailable,10/15/2009,10/15/2009,439463
THE COURTS AT LINCOLN (IL0994),SQUARECHICAGO IL 60625 COOK ,HUD Accepted,Unavailable,10/15/2009,10/15/2009,442463
THE DELANO CONDOMINIUMS (IL0660),CHICAGO IL 60618 COOK ,Accepted With Conditions,Unavailable,09/23/2008,09/24/2008,405443
THE DREXEL ESTATES (IL1073),CONDOMINIUMCHICAGO IL 60637 COOK ,Accepted With Conditions,Unavailable,02/09/2010,Unavailable,446963
THE FARWELL AT THE LAKE (IL0900),CONDOCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,07/09/2009,07/13/2009,429703
THE FLATS ON ROSCOE (IL0832),CHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,04/29/2009,04/30/2009,422283
THE FULTON COURT DEVELOPMENT (002245),311-D N UNION AVECHICAGO IL 60661 COOK ,Accepted Without Conditions,Unavailable,07/09/2013,08/02/2013,502664
THE GLENWOOD CROSSING CONDO (002429),N GLENWOOD AVENUECHICAGO IL 60660 COOK ,Accepted Without Conditions,Unavailable,09/24/2015,09/24/2015,545793
THE GRACELAND (002186),CHICAGO IL 60613 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,211916
THE GROVE AT GREENLEAF (IL0709),CHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,10/31/2008,11/04/2008,408543
THE GUILD HOA/1555 WABASH (002367),16TH STCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,01/28/2015,02/09/2015,530650
THE HOMES OF RIVERS EDGE II (002103),NORTH BELL AVECHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,11/29/2012,12/07/2012,492165
THE IDEAL BUILDING CONDOMINIUM (002389),WEST GEORGE STCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,05/01/2015,05/14/2015,536331
THE INDIANA ESTATES CONDOMINIU (000051),CHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,07/15/2011,07/18/2011,469824
THE IRVING-GREENVIEW CONDO (002460),CONDOCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,02/09/2016,02/18/2016,553952
THE LAWERENCE SPAULDING (IL0903),CONDOSCHICAGO IL 60625 COOK ,HUD Accepted,Unavailable,07/14/2009,07/15/2009,430003
THE LE PAVILLION CONDOMOMINIUM (002335),ASSOCIATIONCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,09/23/2014,10/01/2014,524169
THE LOFTS AT 1800 (IL1018),1800W GRACE STCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,10/30/2009,11/04/2009,440885
THE LOFTS AT 1800 CONDO (000637),1800 W GRACE STCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,08/01/2013,09/09/2013,503944
THE MAGNOLIA SUNNYSIDE CONDO (001251),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,09/11/2012,09/11/2012,487464
THE MARKET SQUARE LOFTS (002515),161 W HARRISON STCHICAGO IL 60605 COOK ,Accepted Without Conditions,Unavailable,06/13/2016,06/21/2016,562791
THE MCLEAN CONDOMINIUM (002472),3402-3404 WEST MCLEAN AVECHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,03/01/2016,03/07/2016,555214
THE MONOGRAM NORTH (IL0947),CHICAGO IL 60653 COOK ,HUD Accepted,Unavailable,09/02/2009,Unavailable,435403
THE NEW YORK PRIVATE (IL0937),RESIDENCECHICAGO IL 60613 COOK ,HUD Accepted,Unavailable,08/19/2009,08/24/2009,434483
THE PARK MONROE (000036),CONDOMINIUM HOMESCHICAGO IL 60603 COOK ,Accepted Without Conditions,Unavailable,05/23/2011,06/13/2011,467283
THE PARK WATERS CONDOMINI (010032),2301-47 E 70TH PLACECHICAGO IL 60649 COOK ,Accepted Without Conditions,Unavailable,01/22/2002,01/22/2002,336266
THE PROMENADE CONDOMINIUM (002362),ADAMS STREETCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,01/15/2015,03/24/2015,530050
THE RENAISSANCE AT ADDISON (000049),& ALBANYCHICAGO IL 60618 USA ,Accepted Without Conditions,Unavailable,04/16/2012,05/17/2012,480164
THE RESIDENCES OF OLYMPIA (IL1005),CHICAGO IL 60653 COOK ,HUD Accepted,Unavailable,10/22/2009,10/22/2009,440185
THE ROBEY CONDOMINIUMS (002216),4434-4444 N DAMEN AVE.CHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,04/05/2013,04/05/2013,498024
THE SEXTON CONODMINIUMS (002206),360 W ILLINOISCHICAGO IL 60654 COOK ,Accepted Without Conditions,Unavailable,03/05/2013,03/26/2013,496764
THE SHORELINE (IL0721),CONDOMINIUMSCHICAGO IL 60649 COOK ,HUD Accepted,Unavailable,11/24/2008,11/25/2008,410063
THE SONATA CONDOMINIUMS (IL1156),CHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,06/22/2010,07/06/2010,452803
THE STERLING CONDO (002336),4101-21 NORTH SHERIDAN RDCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,09/29/2014,10/03/2014,524307
THE UNION SQUARE CONDOMINIUMS (000095),CHICAGO IL 60654 COOK ,Accepted Without Conditions,Unavailable,02/08/2012,02/09/2012,477444
THE VERANDAS CONDOMINIUM (IL1099),CONDOCHICAGO IL 60634 COOK ,Accepted Without Conditions,Unavailable,03/23/2010,03/23/2010,448363
THE VERDE CONDOMINIUM (002325),ASSOCIATIONCHICAGO IL 60642 COOK ,Accepted Without Conditions,Unavailable,08/12/2014,09/03/2014,521807
THE WELLINGTON TERRACE (IL1131),CONDOMINIUMCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,05/12/2010,Unavailable,450683
THE WINCHESTER GRAND (000006),CONDOMINIUMSCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,01/14/2011,01/18/2011,461443
THORNDALE HARBOR CONDOMINIUM (000956),CHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,07/03/2012,07/06/2012,483804
TOUHY GARDENS (000556),1801-11 W TOUHY AVECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288599
TOWERS (000188),1221 N DEARBORNCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288246
TOWNHOMES OF VERNON PARKP (001533),1005 W VERNON PARK PLACECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289515
TRANSPORTATION BUILDING (000845),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288877
TREVI SQUARE CONDOMINIUM (IL1211),CHICAGO IL 60605 COOK ,Accepted Without Conditions,Unavailable,10/14/2010,Unavailable,457943
TRIO II CONDOMINIUM (IL0929),CHICAGO IL 60661 COOK ,HUD Accepted,Unavailable,08/12/2009,08/13/2009,433323
TWIN GABLES (000198),2200-06 W GRANVILLECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288256
TWO SOUTH LEAVITT CONDO (002382),2 SOUTH LEAVITTCHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,03/06/2015,04/21/2015,534571
UNION PARK LOFTOMINUM (000130),A CONDOMINIUMCHICAGO IL 60603 COOK ,Accepted Without Conditions,Unavailable,03/19/2012,Unavailable,479125
UNIVERISTY COMMONS II (000038),CHICAGO IL 60608 COOK ,Accepted Without Conditions,Unavailable,08/12/2011,08/15/2011,471103
UNIVERSITY COMMONS (IL0651),CHICAGO IL 60610 COOK ,HUD Accepted,Unavailable,09/09/2008,09/12/2008,404584
UNIVERSITY PARK (000446),1450-51 E 55TH STCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288490
VANDERPOEL TOWNHOMES (001555),9510-22 VANDERPOELCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289536
VANGUARD LOFT (000926),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288958
VANTAGE POINT CONDO (002329),1526 W BIRCHWOOD AVECHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,09/04/2014,10/06/2014,523106
VARSITY PLAZA (000312),1501 E 65TH STCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288363
VB 1224 LOFTS CONDOMINIUM (000091),ASSOCIATIONCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,01/30/2012,01/31/2012,477083
VILLA 24 CONDOMINIUM (IL1084),CHICAGO IL 60608 COOK ,HUD Accepted,Unavailable,03/03/2010,Unavailable,447483
VINE CONDO OF ROGERS PARK (000905),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288937
VINTAGE HOMES OF (IL1055),TRI-TAYLOR CONDOMINIUMSCHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,01/13/2010,01/13/2010,445363
VITA AGIATA CONDOMINIUM (IL0706),CHICAGO IL 60626 COOK ,HUD Accepted,Unavailable,10/28/2008,10/28/2008,408005
VITA AGIATA CONDOMINIUMS (002343),1459-67WFARGO7429-31NGREENVIEWCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,10/20/2014,10/20/2014,525507
VITA CONDOMINIUMS (IL0716),CHICAGO IL 60657 COOK ,Accepted With Conditions,Unavailable,11/18/2008,11/18/2008,409643
WABASH MANOR CONDOMINIUM (IL0206),4238 WABASHCHICAGO IL 60653 COOK ,Accepted With Conditions,Unavailable,07/25/2005,07/28/2005,354362
WASHINGTON GARDENS (000977),CHICAGO IL 60624 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289002
WASHINGTON PARK (002184),CHICAGO IL 60615 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,211865
WATERFORDMANOR (000003),CHICAGO IL 60638 COOK ,Accepted Without Conditions,Unavailable,12/17/2010,12/21/2010,460524
WATERGATE EAST (000209),5471 HYDE PARK BLVDCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288264
WAVELAND COURTS (000731),626-40 W WAVELANDCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288767
WAVELAND GARDENS (000772),626-30 W WAVELANDCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288805
WAVERLY MANOR (002330),4109-11 NORTH KENMORECHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,09/10/2014,09/11/2014,523346
WELBOURN ROW (IL1110),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,04/12/2010,02/12/2016,449243
WELLS STREET TOWER (IL0224),701 S WELLS STCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,11/17/2005,11/17/2005,355922
WEST 55TH STREET (IL0938),CONDOMINIUMCHICAGO IL 60638 COOK ,HUD Accepted,Unavailable,08/21/2009,08/24/2009,434484
WEST SHERWIN PLACE (IL0908),1549 W SHERWIN AVECHICAGO IL 60626 COOK ,HUD Accepted,Unavailable,07/22/2009,07/22/2009,430664
WESTVIEW ESTATES I (000907),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288939
WESTVIEW ESTATES II (000908),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288940
WILLOW DAYTON CONDOMINIUM (002225),1816 N DAYTONCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,04/25/2013,05/20/2013,499185
WILLOW GLEN (000617),1445-59 W ELMDALECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288657
WILLOW SQUARE CONDOMINIUM ASSN (002469),1728 N. DAMAN AVECHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,02/29/2016,03/02/2016,554912
WINNEMAC COURT (000920),CHICAGO IL 60640 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288952
WINSTON TOWERS 3 (001735),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289713
WINSTON TOWERS 5 (001746),7133 N KEDZIECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289724
WINSTON TOWERS CONDOMINIUMS (000050),CHICAGO IL 60645 COOK ,HUD Accepted,Unavailable,07/05/2011,07/06/2011,469184
WOLCOTT ROW CONDOMINUM (IL0805),CHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,03/23/2009,03/27/2009,419383
WOLCOTT VILLAGE OF (000946),RAVENSWOODCHICAGO IL 60640 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288976
WRIGLEYVILLE CONDOMINIUMS (002380),3732 N. KENMORECHICAGO IL 60630 COOK ,Accepted Without Conditions,Unavailable,03/30/2015,04/10/2015,533990
