Condo Name (ID),Address,Status,Last Update,Request Received Date,Review Completion Date,id
3837 NORTH DAMEN (IL1181),CONDOMINIUM ASSNCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,07/23/2010,08/02/2010,454543
3900 W CORNELIA CONDO (002326),3900 W CORNELIACHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,08/15/2014,09/03/2014,521946
3932 S. LAKE PARK CONDO (002358),3932 S. LAKE PARKCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,01/08/2015,02/24/2015,529572
400 CONDOMINIUM ASSN (000260),400 E RANDOLPHCHICAGO IL 60601 -  0000 COOK ,Accepted Without Conditions,Unavailable,01/01/2010,01/01/2010,288312
400 NORTH LASALLE CONDOMINIUM (002277),400 N LASALLE DRCHICAGO IL 60654 COOK ,Accepted Without Conditions,Unavailable,01/23/2014,02/10/2014,511725
4012-20 NORTH ALBANY (IL0772),CONDOMINIUMSCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,02/18/2009,02/18/2009,416123
4021 S. ELLIS CONDOMINIUM ASSO (002364),4021-29 S. ELLIS AVECHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,02/28/2015,03/26/2015,530370
4038 N WESTERN CONDO (002202),4038 N WESTERNCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,02/22/2013,03/07/2013,496324
4105 S DREXEL CONDO (IL0448),ASSOCIATIONCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,09/18/2007,09/20/2007,382283
4136 NORTH WESTERN CONDOMINIUM (000066),CHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,10/12/2011,10/13/2011,473384
4141 N KEDZIE CONDO (002349),4141 N KEDZIECHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,11/05/2014,12/11/2014,526727
4152 N ELSTON AVENUE (IL0585),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted With Conditions,Unavailable,06/24/2008,06/26/2008,398663
4156 NORTH ELSTON AVENUE (IL0774),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted With Conditions,Unavailable,02/18/2009,02/19/2009,416283
420 W ONTARIO RESIDENTIAL (002458),420 W ONTARIO STCHICAGO IL 60610 COOK ,Accepted Without Conditions,Unavailable,02/05/2016,02/09/2016,553632
4216 NORTH ASHLAND CONDO (IL1089),ASSOCIATIONCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,03/08/2010,Unavailable,447764
4216 S ELLIS VIEW CONDO (002494),4216 S ELLIS AVECHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,04/26/2016,06/14/2016,559551
4223 N RICHMOND CONDO (002546),4223 N RICHMOND STCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,09/02/2016,09/15/2016,568133
424 E 46TH STREET (002340),CONDOMINIUMCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,10/14/2014,11/24/2014,525128
4245 S LANGLEY AVE CONDO (002287),4245 S LANGLEY AVECHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,03/07/2014,08/01/2014,513306
429 W WELLINGTON (000339),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288388
4306 NORTH KEYSTONE (010017),CHICAGO IL 60641 -  0000 COOK ,Accepted With Conditions,Unavailable,07/03/2001,07/03/2001,290150
433 W WELLINGTON (000319),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288369
4330 SOUTH EVANS (002373),CONDO ASSOCIATIONCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,02/27/2015,03/10/2015,532270
4412-18 INDIANA MANOR (IL0504),CONDOMINIUMCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,02/25/2008,02/27/2008,389783
4434-36 N SHERIDAN CONDO (002412),4436 N SHERIDAN RDCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,07/15/2015,08/17/2015,541851
444-446 W OAKDALE (000304),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288355
4452-54 S VINCENNES (IL0498),CONDOMINIUMSCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,02/07/2008,02/07/2008,388563
4454 SOUTH ST LAWRENCE (IL0790),AVECHICAGO IL 60616 COOK ,HUD Accepted,Unavailable,03/10/2009,03/10/2009,417723
4500-4502 NORTH DOVER (000807),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288840
4515-4517 N ASHLAND (000303),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288354
4524 S. KING DRIVE CONDOMINIUM (002413),4524 S. KING DRIVECHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,07/24/2015,07/31/2015,542131
4527-29 S PRAIRIE SKYLINE (IL0016),CHICAGO IL 60680 COOK ,Accepted With Conditions,Unavailable,01/23/2003,01/28/2003,337294
453-455 N. GREEN (002027),CHICAGO IL 60622 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289998
4545-47 N WOLCOTT CONDOMINIUMS (002526),4545-47 N WOLCOTT AVECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,08/05/2016,08/11/2016,566012
4546 N GREENVIEW (000532),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288575
4616-20 NORTH KENMORE (IL0561),CONDOMINIUMSCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,05/14/2008,05/15/2008,395125
4619 S PRAIRIE (IL0015),CHICAGO IL 60653 COOK ,Accepted With Conditions,Unavailable,01/23/2003,01/10/2003,337157
4619 S PRAIRIE (IL0015),CHICAGO IL 60653 COOK ,Accepted With Conditions,Unavailable,01/23/2003,Unavailable,337156
4626-4628 N KENMORE (000194),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288252
4640 N KENMORE (000284),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288336
4646-50 WINTHROP COMMONS (IL0944),CONDOMINIUMCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,08/27/2009,08/28/2009,435123
4649 MAGNOLIA CONDO (002454),N. MAGNOLIACHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,01/07/2015,02/11/2016,551814
4719-21 SOUTH DREXEL (002063),CHICAGO IL 60615 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,290032
4720 S KING DRIVE CONDO ASSOC (000057),CHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,08/09/2011,08/11/2011,470967
4747 CHASE PARK COMMON (IL1075),CONDOMINIUMCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,02/17/2010,02/25/2010,447304
4750 N HERMITAGE (IL0513),CONDOMINIUMCHICAGO IL 60640 COOK ,Accepted With Conditions,Unavailable,03/13/2008,03/14/2008,390843
4814 DAMEN CONDOMINIUMS (000059),CHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,08/24/2011,08/25/2011,471563
4820 NORTH PAULINA CONDO (002425),4820 N PAULINACHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,09/10/2015,09/23/2015,544971
4831-33 NORTH WINTHROP (IL1173),CONDOMINIUMCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,07/26/2010,08/03/2010,454564
4836-38 NORTH PAULINA CONDO (002461),4836-38 NORTH PAULINACHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,02/19/2016,02/22/2016,554291
4843 N HARDING (IL1027),CONDOMINIUMCHICAGO IL 60625 COOK ,HUD Accepted,Unavailable,11/14/2009,11/25/2009,442484
4852 PRAIRIE CONDOMINIUMS (IL0280),4852-58 S PRAIRIECHICAGO IL 60618 COOK ,Accepted With Conditions,Unavailable,04/27/2006,05/01/2006,360301
4908 - 4910 S. VINCENNES AVE. (002083),4908 - 4910 S. VINCENNES AVE.CHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,11/20/2012,12/17/2012,491764
4910 N AVERS STREET CONDOMINIU (002197),4910 N AVERS AVECHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,01/14/2013,02/13/2013,493925
4936 NORTH LINCOLN CONDOMINIUM (002262),4936 N LINCOLN AVECHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,11/22/2013,01/22/2014,509304
4947-49 S PRAIRIE (IL0084),CHICAGO IL 60615 COOK ,Accepted With Conditions,Unavailable,10/20/2003,10/21/2003,339035
4950 N. DAMEN CONDO (002511),4950 N. DAMEN AVECHICAGO IL 60629 COOK ,Accepted Without Conditions,Unavailable,05/27/2016,05/31/2016,561592
5000 CORNELL (000448),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288492
5010 WEST LAWRENCE (IL0973),CONDOMINIUM ASSNCHICAGO IL 60630 COOK ,Accepted Without Conditions,Unavailable,09/25/2009,09/28/2009,437803
5018 KENMORE CONDOMINIUM (IL1117),CHICAGO IL 60640 COOK ,Accepted With Conditions,Unavailable,04/23/2010,Unavailable,449663
5021 S DREXEL (000205),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288261
5026-5028 S MICHIGAN (000485),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288529
5051-5053 N. CLARK (IL1014),CONDOMINIUMCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,11/02/2009,11/04/2009,440823
510 EAST OAKWOOD (IL0252),CONDOMINIUMSCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,03/01/2006,03/01/2006,357700
5125-5131 S GREENWOOD (000180),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288238
516-18 N LEAVITT (IL0967),CONDOMINIUMSCHICAGO IL 60612 COOK ,HUD Accepted,Unavailable,09/23/2009,09/23/2009,437328
5201-03 S INDIANA (001527),5201-03 S INDIANACHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,11/07/2012,11/07/2012,490744
5201-5209 S INGLESIDE (000455),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288499
520507SOUTHINDIANA (000001),CONDOMINIUMSCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,12/13/2010,01/03/2010,460323
5226-5228 S INGLESIDE (000296),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288347
5231 CONDOMINIUM (000966),CHICAGO IL 60640 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288992
5245-5247 N WINTHROP (000891),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288923
525 HAWTHORNE PLACE (IL1126),CONDOMINIUMCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,04/30/2010,05/07/2010,450283
525 N ADA LOFTS (000745),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288780
5301-5305 WEST LEMOYNE (000839),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288871
5320-22 SOUTH MICHIGAN AVENUE (002402),5320-22 SOUTH MICHIGAN AVENUECHICAGO IL 60649 COOK ,Accepted Without Conditions,Unavailable,06/19/2015,09/02/2015,539991
535 N MICHIGAN (000242),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288295
537-545 W ROSCOE (000671),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288707
5401 SOUTH HYPE PARK (002178),CHICAGO IL 60615 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290123
5404 WEST LEMOYNE (000822),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288855
5406 S HARPER (000318),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288368
543 E 43RD STREET (IL0733),CHICAGO IL 60647 COOK ,HUD Accepted,Unavailable,12/11/2008,12/15/2008,411604
5445 EDGEWATER PLAZA (000473),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288517
5445-5455 N CALIFORNIA (000429),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288474
5455 EDGEWATER PLAZA (002378),CONDOCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,03/13/2015,03/18/2015,532890
5514 S CORNELL AVE (000540),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288583
555 ALDINE (000773),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288806
559-561 ROSCOE STREET (IL0991),CONDOMINIUM OF CHICAGOCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,10/14/2009,10/14/2009,439283
5611-5613 N WINTHROP (000693),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288729
5633 N WINTHROP (000431),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288476
5832-36 S PRAIRIE (IL0685),CONDOMINIUMSCHICAGO IL 60637 COOK ,HUD Accepted,Unavailable,10/13/2008,10/14/2008,406783
6014 NORTH FRANCISCO (000028),CONDOMINIUM ASSOCIATIONCHICAGO IL 60659 COOK ,Accepted Without Conditions,Unavailable,04/20/2011,04/25/2011,465823
6065 RIDGE CONDOMINIUM (002298),6065 NORTH RIDGE AVENUECHICAGO IL 60660 COOK ,Accepted Without Conditions,Unavailable,05/21/2014,05/21/2014,517226
60657 LOFT (002090),CHICAGO IL 60657 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290051
6101 SOUTH GREENWOOD (000981),CHICAGO IL 60632 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289006
6114 ROCKWELL CONDOMINIUM (IL0481),6114 N ROCKWELLCHICAGO IL 60659 COOK ,Accepted Without Conditions,Unavailable,12/14/2007,12/18/2007,386223
6121 NORTH WINTHROP (002237),CONDOMINIUMCHICAGO IL 60660 COOL ,Accepted Without Conditions,Unavailable,05/24/2013,06/24/2013,500484
616 WEST BARRY (010018),CHICAGO IL 60657 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290151
6200 SOUTH EVANS (IL1200),CONDOMINIUMCHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,09/13/2010,Unavailable,456283
6247 SOUTH KIMBARK (002513),6247 S. KIMBARK AVECHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,06/02/2016,06/23/2016,562011
630-63 W. BERRY CONDOMINIUM (002263),630-32 W. BARRY AVECHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,11/25/2013,12/24/2013,509344
632 NORTH RACINE CONDOMINIUM (002350),632 NORTH RACINE AVENUECHICAGO IL 60642 COOK ,Accepted Without Conditions,Unavailable,11/06/2014,11/06/2014,526849
6321-6323 N GLENWOOD (000369),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288414
6340-6342 N MAGNOLIA (000813),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288846
6347 S INGLESIDE (IL0496),CHICAGO IL 60637 COOK ,Accepted With Conditions,Unavailable,02/05/2008,02/14/2008,389183
640 EAST 50TH STREET (IL1077),CORPORATIONCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,02/05/2010,Unavailable,446983
6420 SOUTH WOODLAWN (IL1208),CONDOMINIUM ASSOCIATIONCHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,09/30/2010,Unavailable,457184
6433 S DREXEL (IL0657),CONDOMINIUMSCHICAGO IL 60637 COOK ,Accepted With Conditions,Unavailable,09/18/2008,09/18/2008,405044
6457 S. KIMBARK CONDOMINIUM (000070),ASSOCIATIONCHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,10/19/2011,10/31/2011,473666
646 BITTERSWEET (000379),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288424
6507 SOUTH KIMBARK (IL1007),CHICAGO IL 60637 COOK ,HUD Accepted,Unavailable,10/22/2009,10/23/2009,440223
6516-18 S GREENWOOD CONDO ASSO (002554),6516 S GREENWOOD AVECHICAGO IL 60637 COOK ,Accepted With Conditions,Unavailable,10/12/2016,10/17/2016,570013
6517 N ASHLAND CONDO ASSOC (002481),6517 N ASHLANDCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,03/28/2016,03/29/2016,557131
6526 S WOODLAWN (IL0931),CONDOMINIUMSCHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,08/18/2009,08/24/2009,434383
6530 S WOODLAWN (IL0653),CONDOMINIUMSCHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,09/12/2008,09/15/2008,404623
6531 S KIMBARK (IL0888),CONDOMINIUMCHICAGO IL 60637 COOK ,HUD Accepted,Unavailable,06/17/2009,06/23/2009,427486
6532 S WOODLAWN (IL0476),CONDOMINIUMSCHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,11/23/2007,11/26/2007,385143
6549 S MINERVA (IL0758),CONDOMINIUMCHICAGO IL 60637 COOK ,HUD Accepted,Unavailable,01/26/2009,01/27/2009,414283
6550-6552 N GLENWOOD (000462),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288506
663 W MELROSE AVENUE (000335),CONDOMINIUMCHICAGO IL 60657 -  0000 COOK ,Accepted Without Conditions,Unavailable,01/05/2015,02/02/2015,288384
6655 SOUTH PERRY (IL0107),CHICAGO IL 60621 COOK ,Accepted With Conditions,Unavailable,05/10/2004,Unavailable,343760
6700 S PAXTON (000491),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288535
6701 S. CHAPPELL (002058),CHICAGO IL 60649 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290027
6714-6716 S CHAPPELL (000587),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288630
6719 S OGLESBY (000623),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288663
6723-6725 S CLYDE (000678),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288714
6737-6739 EAST END AVE (000478),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288522
6740 S OGLESBY (000176),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288234
6754 S CORNELL INC (000027),6754 S CORNELL INCCHICAGO IL 60649 COOK ,Accepted Without Conditions,Unavailable,04/19/2011,04/19/2011,465724
6820 W RAVEN CONDOMINIUM (000604),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288646
6926-28 S PAXTON CONDOS (IL0148),CHICAGO IL 60649 COOK ,Accepted Without Conditions,Unavailable,12/14/2004,12/16/2004,349181
6956 N RIDGE CONDOMINIUM (002346),6956 N RIDGECHICAGO IL 60645 COOK ,Accepted Without Conditions,Unavailable,10/20/2014,11/24/2014,525607
6959 N HAMILTON (001298),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289301
6963-69 N ASHLAND (010027),CHICAGO IL 60626 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290156
7015 WEST IRVING PARK CONDO (002353),7015 WEST IRVING PARKCHICAGO IL 60634 COOK ,Accepted Without Conditions,Unavailable,11/24/2014,11/24/2014,527347
7019 WEST MEDILL (IL0932),CONDOMINIUMCHICAGO IL 60707 COOK ,Accepted With Conditions,Unavailable,08/13/2009,08/24/2009,434403
703 W ROSCOE (000392),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288437
707 CONDOMINIUM (000282),707 W DIVERSYCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288334
707-709 W MONTROSE (000417),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288462
7206-7208 S YATES (000311),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288362
7212 S COLES (000232),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288286
728-730 W ALDINE (000500),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288544
7349-7351 S KINGSTON (000494),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288538
735-743 N THROOP (001788),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,289764
7356 S COLES (001126),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289141
7453 N SHERIDAN CONDOMINIUMS (002538),7453 N SHERIDANCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,08/26/2016,09/06/2016,567412
757 ORLEANS AT CHICAGO (000015),CONDOMINIUMCHICAGO IL 60654 COOK ,Accepted Without Conditions,Unavailable,03/01/2011,08/02/2011,463503
75TH ON THE LAKE (001322),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289323
769 EAST OAKWOOD (IL0871),CONDOMINIUMCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,06/08/2009,06/09/2009,426104
7837 S PAXTON (000221),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288275
7855 S COLES (001207),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289215
7945 S STATE (000633),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288673
79TH STREET (000948),CHICAGO IL 60652 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288977
801 S PLYMOUTH CT (IL0874),APARTMENTSCHICAGO IL 60605 COOK ,HUD Accepted,Unavailable,06/10/2009,06/11/2009,426403
801 S PLYMOUTH CT APT (001213),AKA DEARBORN PARKCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289221
801 S PLYMOUTH CT GARAGE (001215),AKA DEARBORN PARKCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,289223
801 S PLYMOUTH CT TOWNHOM (001214),E AKA DEARBORN PARKCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,289222
814-816 NORTH WOOD (000089),CONDOMINIUMSCHICAGO IL 60622 COOK ,Accepted With Conditions,Unavailable,01/06/2012,Unavailable,476404
820 N CALIFORNIA AVE CONDO (002266),820 N. CALIFORNIA AVECHICAGO IL 60622 -  4415 COOK ,Accepted Without Conditions,Unavailable,12/05/2013,01/31/2014,509724
8210-8216 S JEFFERY (000120),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288190
824 W SUPERIOR CONDOMINIUM (002410),824 W SUPERIORCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,07/10/2015,08/07/2015,541491
825 NORTH HUDSON (IL0907),CONDOMINIUMCHICAGO IL 60610 COOK ,HUD Accepted,Unavailable,07/16/2009,07/17/2009,430225
832 GUNNISON (000178),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288236
835 NORTH MAPLEWOOD AVE CONDO (002271),835 N MAPLEWOOD AVECHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,01/06/2014,01/27/2014,510904
837 W. LAKESIDE CONDOMINIUMS (001360),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,10/12/2012,10/15/2012,489304
841 WEST GRACE CONDOMINIUM (002318),841 WEST GRACECHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,07/25/2014,07/25/2014,520686
842-844 WEST AGATITE (000809),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288842
843 EAST DREXEL SQUARE CONDO (002223),843 E DREXELCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,04/12/2013,06/28/2013,498705
850 DE WITT (000710),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288746
854-858 WEST ERIE ST CONDO (002323),WEST ERIE STCHICAGO IL 60642 COOK ,Accepted Without Conditions,Unavailable,08/07/2014,08/11/2014,521546
858-860 W LAKESIDE (001750),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,289728
8645-8647 S MICHIGAN (000631),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288671
8750 DAUPHIN (000458),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288502
900-902 W MARGATE TERRACE (000538),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288581
900-910 LAKE SHORE DR (000347),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288395
912 CHICAGO AVENUE (IL0523),CONDOMINIUMSCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,03/21/2008,03/24/2008,391563
915 HYDE PARK (000269),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288321
918 N. WINCHESTER CONDOMINIUM (002354),918 N WINCHESTERCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,11/26/2014,11/26/2014,527470
9201-9205 S COTTAGE GROVE (000263),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288315
9209 S COTTAGE GROVE (000498),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288542
930 MARGATE TERRACE (000201),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288257
933 VAN BUREN (002255),CONDOMINIUMCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,10/16/2013,11/01/2013,507424
934 NORTH WOOD CONDOMINIUM (002283),934 N WOOD ST.CHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,02/12/2014,02/12/2014,512285
936-938 NORTH WOOD CONDOS (002320),936-938 NORTH WOODCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,07/28/2014,08/13/2014,520806
939-949 W. MADISON (IL0334),CONDOMINIUM ASSOCIATIONCHICAGO IL 60610 COOK ,Accepted Without Conditions,Unavailable,09/22/2006,Unavailable,367103
945 WEST AGATITE (IL1070),CONDOMINIUMCHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,01/29/2010,Unavailable,447003
951 W. FLETCHER CONDOMINIUM (002200),UNITS 1 - 4 951 W. FLETCHERCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,02/15/2013,02/15/2013,495704
